Tahun Registrasi,Provinsi,Kota/Kabupaten,Tipe Kendaraan,Brand,Model,Estimasi Harga (Rp),Jarak Tempuh (km),Penerima Subsidi
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Selis,E-Max,38000000,70,Ya
2024,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Chery,Omoda E5,684000000,311,Tidak
2023,Banten,Tangerang,Mobil Listrik (R4),Hyundai,Ioniq 6,829000000,407,Ya
2023,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Wuling,BinguoEV,232000000,337,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,401,45000000,88,Tidak
2024,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Wuling,Cloud EV,314000000,298,Ya
2025,Jawa Barat,Depok,Mobil Listrik (R4),Wuling,Cloud EV,351000000,254,Ya
2021,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Alva,Cervo,45000000,77,Tidak
2023,Banten,Tangerang Selatan,Motor Listrik (R2),Gesits,Raya,43000000,78,Ya
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Honda,EM1 e:,20000000,77,Ya
2021,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Alva,Cervo,44000000,121,Tidak
2023,Jawa Barat,Depok,Mobil Listrik (R4),MG,MG 4 EV,650000000,356,Tidak
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,T9,20000000,108,Ya
2023,Jawa Barat,Bekasi,Motor Listrik (R2),Polytron,Fox R,20000000,77,Ya
2022,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,25000000,108,Ya
2024,Banten,Lainnya,Motor Listrik (R2),Polytron,Fox S,35000000,105,Ya
2025,Jawa Timur,Surabaya,Motor Listrik (R2),Volta,Mandala,36000000,94,Ya
2024,Jawa Barat,Lainnya,Mobil Listrik (R4),BYD,M6,512000000,406,Tidak
2024,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,Cloud EV,395000000,378,Ya
2025,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Chery,Omoda E5,927000000,321,Tidak
2022,Jawa Timur,Sidoarjo,Motor Listrik (R2),Yadea,T9,24000000,78,Ya
2025,Jawa Barat,Bekasi,Motor Listrik (R2),Polytron,Fox R,34000000,115,Ya
2024,Jawa Barat,Bekasi,Motor Listrik (R2),Gesits,Raya,26000000,80,Ya
2024,Jawa Barat,Bekasi,Mobil Listrik (R4),Wuling,Cloud EV,368000000,330,Ya
2024,Jawa Barat,Lainnya,Motor Listrik (R2),Volta,401,39000000,88,Tidak
2024,Jawa Barat,Bandung,Motor Listrik (R2),Alva,Cervo,34000000,130,Ya
2022,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Honda,EM1 e:,41000000,82,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,Mandala,29000000,116,Ya
2022,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Selis,Agats,41000000,70,Tidak
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Gesits,Raya,23000000,99,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Gesits,Raya,19000000,119,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,BinguoEV,227000000,309,Ya
2023,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,E-Max,20000000,89,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Volta,Mandala,32000000,87,Ya
2023,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,26000000,117,Ya
2024,Bali,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Kona Electric,1023000000,406,Ya
2023,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Toyota,bZ4X,954000000,387,Tidak
2022,Jawa Timur,Surabaya,Motor Listrik (R2),Volta,Virgo,21000000,69,Ya
2023,Jawa Barat,Bandung,Motor Listrik (R2),Honda,EM1 e:,25000000,87,Ya
2024,Jawa Barat,Bogor,Motor Listrik (R2),Volta,Mandala,23000000,104,Ya
2024,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Hyundai,Kona Electric,1080000000,446,Ya
2025,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Wuling,BinguoEV,303000000,208,Ya
2023,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Alva,One,41000000,121,Ya
2021,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,BinguoEV,349000000,365,Tidak
2025,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Hyundai,Ioniq 5,1033000000,488,Ya
2023,Banten,Tangerang Selatan,Motor Listrik (R2),Volta,401,22000000,106,Ya
2024,Jawa Barat,Depok,Mobil Listrik (R4),Wuling,Air EV,387000000,361,Ya
2023,Jawa Barat,Depok,Motor Listrik (R2),Gesits,G1,18000000,86,Ya
2023,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Honda,EM1 e:,18000000,67,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Yadea,E8s Pro,17000000,69,Ya
2024,Jawa Barat,Bandung,Mobil Listrik (R4),Hyundai,Ioniq 6,798000000,385,Ya
2024,Jawa Barat,Bekasi,Mobil Listrik (R4),Wuling,Cloud EV,352000000,367,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Volta,401,17000000,118,Ya
2022,Jawa Barat,Bogor,Mobil Listrik (R4),Wuling,Cloud EV,234000000,232,Tidak
2021,Banten,Lainnya,Motor Listrik (R2),Honda,EM1 e:,45000000,110,Tidak
2020,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Alva,Cervo,28000000,89,Ya
2025,Jawa Timur,Sidoarjo,Motor Listrik (R2),Honda,EM1 e:,15000000,112,Ya
2024,Jawa Barat,Lainnya,Mobil Listrik (R4),BYD,M6,516000000,552,Tidak
2025,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Selis,Agats,25000000,114,Ya
2023,Banten,Lainnya,Motor Listrik (R2),Polytron,Fox R,34000000,102,Ya
2024,Banten,Tangerang,Motor Listrik (R2),Honda,EM1 e:,17000000,62,Ya
2022,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,Agats,33000000,86,Tidak
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Selis,E-Max,25000000,61,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Volta,401,44000000,116,Tidak
2025,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Volta,401,34000000,109,Ya
2024,Jawa Barat,Bandung,Motor Listrik (R2),Gesits,Raya,21000000,76,Ya
2024,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Yadea,T9,42000000,91,Tidak
2025,Jawa Barat,Bekasi,Motor Listrik (R2),Honda,EM1 e:,41000000,101,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,401,22000000,110,Ya
2024,Banten,Lainnya,Motor Listrik (R2),Honda,EM1 e:,41000000,72,Tidak
2022,Banten,Lainnya,Motor Listrik (R2),Selis,Agats,27000000,99,Ya
2023,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Wuling,Air EV,208000000,286,Ya
2023,Jawa Barat,Depok,Mobil Listrik (R4),Wuling,Cloud EV,288000000,275,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Alva,Cervo,34000000,78,Tidak
2023,Sumatera Utara,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Kona Electric,912000000,445,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,Cloud EV,310000000,343,Ya
2025,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Wuling,Air EV,300000000,349,Ya
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Polytron,Fox R,15000000,96,Ya
2025,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox R,20000000,80,Ya
2021,Banten,Lainnya,Motor Listrik (R2),Alva,One,38000000,61,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,Agats,42000000,84,Ya
2024,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Wuling,Cloud EV,210000000,251,Ya
2024,Jawa Barat,Bandung,Motor Listrik (R2),Selis,Agats,22000000,75,Ya
2022,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Hyundai,Ioniq 6,808000000,493,Tidak
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,E-Max,18000000,80,Ya
2025,Jawa Barat,Bekasi,Motor Listrik (R2),Selis,E-Max,24000000,94,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,E-Max,22000000,113,Ya
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Polytron,Fox S,16000000,70,Ya
2024,Jawa Barat,Lainnya,Mobil Listrik (R4),MG,MG ZS EV,551000000,443,Tidak
2023,Jawa Barat,Bandung,Mobil Listrik (R4),Chery,Omoda E5,944000000,343,Tidak
2024,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Hyundai,Ioniq 5,1133000000,374,Ya
2024,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Polytron,Fox S,39000000,72,Ya
2024,Jawa Barat,Lainnya,Mobil Listrik (R4),Wuling,BinguoEV,202000000,390,Ya
2023,Banten,Lainnya,Motor Listrik (R2),Alva,Cervo,33000000,121,Ya
2025,Jawa Barat,Bandung,Motor Listrik (R2),Polytron,Fox S,45000000,79,Ya
2024,Jawa Timur,Lainnya,Motor Listrik (R2),Selis,Agats,36000000,118,Ya
2022,Banten,Tangerang,Mobil Listrik (R4),Hyundai,Ioniq 6,1043000000,411,Tidak
2024,Jawa Timur,Sidoarjo,Motor Listrik (R2),Polytron,Fox R,34000000,99,Ya
2025,Banten,Tangerang,Motor Listrik (R2),Volta,401,34000000,95,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Volta,401,27000000,101,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,Mandala,17000000,93,Ya
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Honda,EM1 e:,39000000,82,Ya
2022,Jawa Barat,Bekasi,Motor Listrik (R2),Polytron,Fox S,45000000,108,Ya
2022,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Hyundai,Ioniq 5,816000000,382,Tidak
2021,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,G1,33000000,94,Ya
2023,Jawa Barat,Bandung,Motor Listrik (R2),Gesits,Raya,31000000,88,Tidak
2023,Jawa Barat,Bogor,Motor Listrik (R2),Alva,Cervo,38000000,87,Ya
2022,Jawa Barat,Bogor,Motor Listrik (R2),Polytron,Fox R,27000000,70,Ya
2025,Jawa Barat,Bekasi,Motor Listrik (R2),Yadea,E8s Pro,45000000,109,Ya
2025,Banten,Tangerang,Motor Listrik (R2),Yadea,T9,44000000,122,Tidak
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Alva,One,19000000,100,Ya
2025,Jawa Barat,Bogor,Motor Listrik (R2),Gesits,Raya,31000000,90,Ya
2023,Banten,Tangerang,Motor Listrik (R2),Volta,Virgo,18000000,116,Ya
2022,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Polytron,Fox R,40000000,125,Ya
2025,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Selis,E-Max,15000000,78,Ya
2022,Jawa Barat,Bekasi,Motor Listrik (R2),Gesits,Raya,32000000,126,Ya
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Volta,Virgo,21000000,89,Ya
2025,Banten,Tangerang,Mobil Listrik (R4),Wuling,Cloud EV,299000000,234,Ya
2025,Banten,Tangerang,Motor Listrik (R2),Gesits,G1,36000000,76,Ya
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Honda,EM1 e:,44000000,76,Ya
2025,Jawa Barat,Bandung,Motor Listrik (R2),Alva,Cervo,17000000,62,Ya
2022,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,Raya,45000000,78,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Volta,401,26000000,108,Ya
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Honda,EM1 e:,39000000,116,Tidak
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,One,38000000,111,Ya
2025,Jawa Timur,Lainnya,Motor Listrik (R2),Polytron,Fox R,26000000,75,Ya
2025,Banten,Tangerang,Mobil Listrik (R4),Chery,Omoda E5,643000000,377,Tidak
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox R,32000000,99,Tidak
2023,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,Virgo,32000000,125,Tidak
2021,Banten,Tangerang,Motor Listrik (R2),Selis,E-Max,37000000,63,Tidak
2024,Bali,Kota/Kabupaten Lain,Mobil Listrik (R4),BYD,Seal,622000000,554,Tidak
2022,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Wuling,BinguoEV,256000000,299,Tidak
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Selis,E-Max,39000000,79,Tidak
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Yadea,E8s Pro,24000000,104,Ya
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Yadea,T9,29000000,114,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Polytron,Fox R,23000000,122,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Hyundai,Kona Electric,982000000,433,Ya
2024,Jawa Timur,Sidoarjo,Motor Listrik (R2),Honda,EM1 e:,27000000,114,Ya
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Honda,EM1 e:,33000000,80,Ya
2023,Jawa Barat,Bekasi,Motor Listrik (R2),Gesits,G1,20000000,130,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,BinguoEV,306000000,378,Ya
2022,Jawa Barat,Depok,Mobil Listrik (R4),BYD,Dolphin,610000000,557,Tidak
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Yadea,T9,25000000,97,Ya
2025,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,22000000,97,Ya
2023,Jawa Barat,Bandung,Motor Listrik (R2),Gesits,Raya,36000000,81,Ya
2025,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox R,21000000,122,Ya
2024,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Wuling,Cloud EV,288000000,330,Ya
2025,Jawa Barat,Bandung,Motor Listrik (R2),Gesits,G1,38000000,126,Ya
2023,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Volta,Mandala,19000000,93,Ya
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,45000000,96,Tidak
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,22000000,100,Ya
2023,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Volta,401,35000000,123,Tidak
2025,Jawa Timur,Lainnya,Motor Listrik (R2),Gesits,Raya,19000000,108,Ya
2021,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Alva,One,43000000,65,Ya
2022,Jawa Barat,Bekasi,Motor Listrik (R2),Volta,Virgo,38000000,66,Ya
2025,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),Toyota,bZ4X,674000000,348,Tidak
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox S,29000000,62,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,Cloud EV,197000000,363,Ya
2025,Bali,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,Air EV,223000000,222,Ya
2022,Jawa Barat,Bekasi,Mobil Listrik (R4),Wuling,BinguoEV,239000000,246,Tidak
2025,Jawa Barat,Depok,Motor Listrik (R2),Selis,Agats,16000000,103,Ya
2024,Banten,Tangerang,Motor Listrik (R2),Gesits,G1,44000000,114,Ya
2024,Banten,Tangerang,Mobil Listrik (R4),Wuling,BinguoEV,221000000,342,Ya
2023,Jawa Barat,Lainnya,Motor Listrik (R2),Polytron,Fox S,21000000,69,Ya
2024,Banten,Lainnya,Motor Listrik (R2),Selis,Agats,24000000,95,Ya
2023,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Selis,E-Max,28000000,109,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Yadea,E8s Pro,23000000,115,Ya
2021,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,T9,36000000,113,Ya
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Gesits,G1,27000000,104,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Bus/Komersil (EV),VKTR,MD12,3653000000,182,Tidak
2024,Banten,Tangerang,Mobil Listrik (R4),Chery,Omoda E5,601000000,423,Tidak
2025,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Gesits,G1,40000000,68,Tidak
2023,Jawa Timur,Lainnya,Motor Listrik (R2),Polytron,Fox S,19000000,90,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,40000000,67,Tidak
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Honda,EM1 e:,15000000,127,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Gesits,Raya,16000000,112,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Yadea,T9,40000000,103,Tidak
2022,Jawa Barat,Lainnya,Mobil Listrik (R4),Hyundai,Ioniq 6,822000000,402,Tidak
2024,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Honda,EM1 e:,20000000,84,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,45000000,84,Tidak
2024,Jawa Timur,Surabaya,Mobil Listrik (R4),Wuling,Cloud EV,244000000,310,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Alva,One,15000000,86,Ya
2024,Banten,Lainnya,Motor Listrik (R2),Alva,One,19000000,64,Ya
2023,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Alva,One,29000000,91,Ya
2023,Jawa Barat,Bandung,Motor Listrik (R2),Volta,Mandala,28000000,128,Ya
2023,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Wuling,Air EV,213000000,311,Ya
2025,DI Yogyakarta,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,28000000,62,Ya
2023,Lainnya,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,One,23000000,109,Ya
2022,Jawa Barat,Depok,Motor Listrik (R2),Yadea,E8s Pro,15000000,65,Ya
2022,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Gesits,G1,38000000,68,Tidak
2024,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,Agats,33000000,84,Ya
2024,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Gesits,Raya,34000000,68,Ya
2022,Jawa Barat,Bandung,Mobil Listrik (R4),Wuling,Air EV,283000000,358,Tidak
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Volta,Virgo,29000000,79,Ya
2025,Jawa Timur,Sidoarjo,Motor Listrik (R2),Alva,One,19000000,101,Ya
2025,Jawa Timur,Surabaya,Motor Listrik (R2),Gesits,Raya,43000000,98,Tidak
2024,Jawa Timur,Surabaya,Motor Listrik (R2),Selis,Agats,38000000,104,Ya
2024,Banten,Tangerang,Mobil Listrik (R4),Chery,Omoda E5,844000000,398,Tidak
2024,DI Yogyakarta,Kota/Kabupaten Lain,Mobil Listrik (R4),MG,MG 4 EV,825000000,359,Tidak
2023,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Gesits,G1,33000000,71,Ya
2025,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Polytron,Fox S,33000000,87,Ya
2025,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Volta,401,22000000,108,Ya
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Gesits,Raya,40000000,82,Tidak
2022,DI Yogyakarta,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox S,36000000,88,Ya
2025,Jawa Barat,Depok,Motor Listrik (R2),Volta,401,38000000,109,Ya
2024,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),Hyundai,Ioniq 6,836000000,445,Ya
2024,Bali,Kota/Kabupaten Lain,Mobil Listrik (R4),BYD,Seal,607000000,477,Tidak
2025,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Wuling,Cloud EV,259000000,306,Ya
2023,DKI Jakarta,Jakarta Utara,Mobil Listrik (R4),BYD,Dolphin,480000000,562,Tidak
2022,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Alva,One,25000000,73,Ya
2024,Jawa Barat,Bogor,Motor Listrik (R2),Alva,Cervo,24000000,62,Ya
2024,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,33000000,72,Tidak
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Alva,One,28000000,62,Ya
2023,DI Yogyakarta,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox R,26000000,116,Ya
2024,Banten,Tangerang,Motor Listrik (R2),Honda,EM1 e:,27000000,63,Ya
2023,Jawa Barat,Depok,Motor Listrik (R2),Yadea,T9,45000000,78,Tidak
2024,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,Agats,17000000,99,Ya
2022,Jawa Barat,Bogor,Mobil Listrik (R4),Hyundai,Ioniq 6,726000000,454,Tidak
2022,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Gesits,Raya,41000000,102,Ya
2025,Jawa Barat,Bekasi,Mobil Listrik (R4),Hyundai,Ioniq 5,1096000000,354,Ya
2024,DKI Jakarta,Jakarta Timur,Mobil Listrik (R4),Wuling,Air EV,363000000,345,Ya
2023,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Selis,Agats,44000000,113,Ya
2023,Jawa Barat,Lainnya,Motor Listrik (R2),Honda,EM1 e:,15000000,99,Ya
2024,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Hyundai,Ioniq 6,1039000000,357,Ya
2023,Bali,Kota/Kabupaten Lain,Motor Listrik (R2),Alva,Cervo,27000000,68,Ya
2024,Banten,Tangerang,Motor Listrik (R2),Volta,Mandala,28000000,112,Ya
2025,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Wuling,BinguoEV,295000000,348,Ya
2024,Sulawesi Selatan,Kota/Kabupaten Lain,Motor Listrik (R2),Polytron,Fox R,42000000,107,Ya
2024,Banten,Lainnya,Motor Listrik (R2),Polytron,Fox S,40000000,77,Tidak
2025,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),MG,MG 4 EV,579000000,397,Tidak
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Honda,EM1 e:,20000000,79,Ya
2022,Sumatera Utara,Kota/Kabupaten Lain,Motor Listrik (R2),Yadea,E8s Pro,30000000,96,Ya
2023,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Alva,Cervo,31000000,104,Tidak
2024,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),MG,MG 4 EV,832000000,435,Tidak
2024,Jawa Barat,Bandung,Motor Listrik (R2),Selis,Agats,43000000,129,Ya
2024,Jawa Timur,Malang,Motor Listrik (R2),Yadea,E8s Pro,23000000,108,Ya
2023,Jawa Barat,Bekasi,Motor Listrik (R2),Gesits,G1,41000000,65,Tidak
2024,Jawa Barat,Lainnya,Motor Listrik (R2),Honda,EM1 e:,45000000,77,Tidak
2024,Jawa Timur,Surabaya,Motor Listrik (R2),Polytron,Fox S,18000000,94,Ya
2023,Banten,Lainnya,Motor Listrik (R2),Polytron,Fox R,18000000,83,Ya
2023,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Polytron,Fox S,31000000,124,Tidak
2023,Jawa Barat,Bogor,Motor Listrik (R2),Gesits,G1,33000000,85,Tidak
2023,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Yadea,T9,27000000,86,Ya
2023,Jawa Barat,Lainnya,Motor Listrik (R2),Honda,EM1 e:,37000000,98,Tidak
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Gesits,Raya,15000000,119,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Mobil Listrik (R4),Chery,Omoda E5,923000000,340,Tidak
2023,DKI Jakarta,Jakarta Selatan,Motor Listrik (R2),Selis,Agats,45000000,76,Tidak
2022,DKI Jakarta,Jakarta Barat,Mobil Listrik (R4),MG,MG 4 EV,957000000,387,Tidak
2023,DKI Jakarta,Jakarta Selatan,Mobil Listrik (R4),Hyundai,Ioniq 5,785000000,405,Ya
2025,Jawa Barat,Bekasi,Mobil Listrik (R4),Hyundai,Ioniq 5,859000000,397,Ya
2025,DKI Jakarta,Jakarta Timur,Motor Listrik (R2),Polytron,Fox R,26000000,99,Ya
2024,Banten,Tangerang Selatan,Motor Listrik (R2),Honda,EM1 e:,35000000,61,Ya
2022,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Honda,EM1 e:,17000000,82,Ya
2025,Banten,Tangerang Selatan,Motor Listrik (R2),Polytron,Fox S,36000000,64,Ya
2025,DKI Jakarta,Jakarta Pusat,Mobil Listrik (R4),Wuling,Air EV,339000000,287,Ya
2025,Jawa Timur,Sidoarjo,Mobil Listrik (R4),Chery,Omoda E5,570000000,431,Tidak
2024,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Gesits,G1,44000000,76,Ya
2023,Jawa Barat,Bekasi,Mobil Listrik (R4),Wuling,Cloud EV,384000000,344,Ya
2023,Jawa Barat,Lainnya,Mobil Listrik (R4),Wuling,Cloud EV,307000000,378,Ya
2023,Jawa Barat,Bandung,Motor Listrik (R2),Selis,Agats,21000000,69,Ya
2024,Banten,Tangerang,Mobil Listrik (R4),MG,MG ZS EV,699000000,446,Tidak
2025,Jawa Barat,Bekasi,Motor Listrik (R2),Gesits,Raya,28000000,95,Ya
2023,Jawa Barat,Bandung,Mobil Listrik (R4),Hyundai,Ioniq 6,811000000,351,Ya
2025,DKI Jakarta,Jakarta Utara,Motor Listrik (R2),Selis,E-Max,16000000,72,Ya
2025,Jawa Tengah,Kota/Kabupaten Lain,Motor Listrik (R2),Selis,Agats,16000000,113,Ya
2022,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Yadea,T9,19000000,78,Ya
2024,DKI Jakarta,Jakarta Barat,Motor Listrik (R2),Polytron,Fox R,18000000,108,Ya
2024,Jawa Barat,Lainnya,Motor Listrik (R2),Honda,EM1 e:,17000000,113,Ya
2024,Jawa Barat,Bekasi,Motor Listrik (R2),Honda,EM1 e:,44000000,119,Ya
2022,DKI Jakarta,Jakarta Pusat,Motor Listrik (R2),Volta,Virgo,18000000,119,Ya
2023,Banten,Tangerang,Mobil Listrik (R4),MG,MG 4 EV,865000000,425,Tidak
2025,Jawa Timur,Surabaya,Mobil Listrik (R4),BYD,Seal,657000000,542,Tidak
2024,Banten,Lainnya,Motor Listrik (R2),Alva,Cervo,44000000,104,Ya
